memberid,product_name,sn_rec_rule_id,sn_rec_kxReco,sn_rec_source,sn_rec_score
nsCmLjvHDp,Hotel Referral,5,Car Search,product_name,0.076212471
nSEYBaVwUS,Hotel Referral,1,Flight Referral,product_name,0.119917298
nSEYBaVwUS,Hotel Referral,2,Hotel Search,product_name,0.105444521
nSEYBaVwUS,Hotel Referral,3,Flight Search,product_name,0.072363887
nSEYBaVwUS,Hotel Referral,4,Event Referral,product_name,0.059958649
nSEYBaVwUS,Hotel Referral,5,Cruise Referral,product_name,0.052377671
nsIqriuXPo,Hotel Referral,1,Flight Referral,product_name,0.119917298
nsIqriuXPo,Hotel Referral,2,Hotel Search,product_name,0.105444521
nsIqriuXPo,Hotel Referral,3,Flight Search,product_name,0.072363887
nsIqriuXPo,Hotel Referral,4,Event Referral,product_name,0.059958649
nsIqriuXPo,Hotel Referral,5,Cruise Referral,product_name,0.052377671
NsjSBEHaIN,Flight Referral,1,Hotel Referral,product_name,0.242002782
NsjSBEHaIN,Flight Referral,2,Flight Referral,product_name,0.119917298
NsjSBEHaIN,Flight Referral,3,Hotel Search,product_name,0.105444521
NsjSBEHaIN,Flight Referral,4,Flight Search,product_name,0.098748261
NsjSBEHaIN,Flight Referral,5,Event Referral,product_name,0.059958649
NsKTAAcAAo,Hotel Referral,1,Flight Referral,product_name,0.119917298
NsKTAAcAAo,Hotel Referral,2,Hotel Search,product_name,0.105444521
NsKTAAcAAo,Hotel Referral,3,Flight Search,product_name,0.072363887
NsKTAAcAAo,Hotel Referral,4,Event Referral,product_name,0.059958649
NsKTAAcAAo,Hotel Referral,5,Cruise Referral,product_name,0.052377671
nsPVQjKIKB,Hotel Referral,1,Flight Referral,product_name,0.119917298
nsPVQjKIKB,Hotel Referral,2,Hotel Search,product_name,0.105444521
nsPVQjKIKB,Hotel Referral,3,Flight Search,product_name,0.072363887
nsPVQjKIKB,Hotel Referral,4,Event Referral,product_name,0.059958649
nsPVQjKIKB,Hotel Referral,5,Cruise Referral,product_name,0.052377671
nSRDbaBxps,Flight Search,1,Hotel Referral,product_name,0.284552846
nSRDbaBxps,Flight Search,2,Flight Referral,product_name,0.192411924
nSRDbaBxps,Flight Search,3,Hotel Search,product_name,0.170731707
nSRDbaBxps,Flight Search,4,Event Referral,product_name,0.062330623
nSRDbaBxps,Flight Search,5,Car Search,product_name,0.062330623
NsRuvAkmjo,Hotel Referral,1,Flight Referral,product_name,0.119917298
NsRuvAkmjo,Hotel Referral,2,Hotel Search,product_name,0.105444521
NsRuvAkmjo,Hotel Referral,3,Flight Search,product_name,0.072363887
NsRuvAkmjo,Hotel Referral,4,Event Referral,product_name,0.059958649
NsRuvAkmjo,Hotel Referral,5,Cruise Referral,product_name,0.052377671
nTaOwnRlom,Hotel Referral,1,Flight Referral,product_name,0.119917298
nTaOwnRlom,Hotel Referral,2,Hotel Search,product_name,0.105444521
nTaOwnRlom,Hotel Referral,3,Flight Search,product_name,0.072363887
nTaOwnRlom,Hotel Referral,4,Event Referral,product_name,0.059958649
nTaOwnRlom,Hotel Referral,5,Cruise Referral,product_name,0.052377671
ntdvMaIkCH,Car Search,1,Hotel Referral,product_name,0.380952381
ntdvMaIkCH,Car Search,2,Hotel Search,product_name,0.314285714
ntdvMaIkCH,Car Search,3,Flight Search,product_name,0.219047619
ntdvMaIkCH,Car Search,4,Flight Referral,product_name,0.142857143
ntdvMaIkCH,Car Search,5,Event Referral,product_name,0.066666667
NtuTwNjHJQ,Flight Referral,1,Hotel Referral,product_name,0.242002782
NtuTwNjHJQ,Flight Referral,2,Flight Search,product_name,0.098748261
NtuTwNjHJQ,Flight Referral,3,Hotel Search,product_name,0.082058414
NtuTwNjHJQ,Flight Referral,4,Event Referral,product_name,0.059805285
NtuTwNjHJQ,Flight Referral,5,Cruise Referral,product_name,0.059805285
NUEBDVhJHb,Hotel Referral,1,Hotel Referral,product_name,0.263888889
NUEBDVhJHb,Hotel Referral,2,Flight Referral,product_name,0.149305556
NUEBDVhJHb,Hotel Referral,3,Hotel Search,product_name,0.105444521
NUEBDVhJHb,Hotel Referral,4,Flight Search,product_name,0.072363887
NUEBDVhJHb,Hotel Referral,5,Event Referral,product_name,0.065972222
NujtSzCjSy,Cruise Referral,1,Hotel Referral,product_name,0.263888889
NujtSzCjSy,Cruise Referral,2,Flight Referral,product_name,0.149305556
NujtSzCjSy,Cruise Referral,3,Hotel Search,product_name,0.09375
NujtSzCjSy,Cruise Referral,4,Event Referral,product_name,0.065972222
NujtSzCjSy,Cruise Referral,5,Package Referral,product_name,0.0625
nUpRhEBAZd,Flight Referral,1,Hotel Referral,product_name,0.242002782
nUpRhEBAZd,Flight Referral,2,Flight Search,product_name,0.098748261
nUpRhEBAZd,Flight Referral,3,Hotel Search,product_name,0.082058414
nUpRhEBAZd,Flight Referral,4,Event Referral,product_name,0.059805285
nUpRhEBAZd,Flight Referral,5,Cruise Referral,product_name,0.059805285
nuRDxVbpqG,Car Referral,1,Hotel Referral,product_name,0.242002782
nuRDxVbpqG,Car Referral,2,Flight Referral,product_name,0.213333333
nuRDxVbpqG,Car Referral,3,Hotel Search,product_name,0.166666667
nuRDxVbpqG,Car Referral,4,Event Referral,product_name,0.106666667
nuRDxVbpqG,Car Referral,5,Flight Search,product_name,0.098748261
NuTvhnblLp,Hotel Referral,1,Hotel Referral,product_name,0.35334873
NuTvhnblLp,Hotel Referral,2,Flight Search,product_name,0.145496536
NuTvhnblLp,Hotel Referral,3,Flight Referral,product_name,0.136258661
NuTvhnblLp,Hotel Referral,4,Hotel Search,product_name,0.105444521
NuTvhnblLp,Hotel Referral,5,Car Search,product_name,0.076212471
NUWFmEjWaU,Shows Referral,1,Hotel Referral,product_name,0.441860465
NUWFmEjWaU,Shows Referral,2,Flight Referral,product_name,0.186046512
NUWFmEjWaU,Shows Referral,3,Hotel Search,product_name,0.11627907
NUWFmEjWaU,Shows Referral,4,Flight Search,product_name,0.098748261
NUWFmEjWaU,Shows Referral,5,Groupon Getaways,product_name,0.093023256
NuxoRawIyY,Hotel Referral,1,Hotel Referral,product_name,0.35334873
NuxoRawIyY,Hotel Referral,2,Flight Search,product_name,0.145496536
NuxoRawIyY,Hotel Referral,3,Flight Referral,product_name,0.136258661
NuxoRawIyY,Hotel Referral,4,Hotel Search,product_name,0.105444521
NuxoRawIyY,Hotel Referral,5,Car Search,product_name,0.076212471
nuzHCrvETg,Hotel Referral,1,Hotel Referral,product_name,0.361344538
nuzHCrvETg,Hotel Referral,2,Flight Referral,product_name,0.18487395
nuzHCrvETg,Hotel Referral,3,Cruise Referral,product_name,0.151260504
nuzHCrvETg,Hotel Referral,4,Hotel Search,product_name,0.119047619
nuzHCrvETg,Hotel Referral,5,Groupon Getaways,product_name,0.109243697
NVImYehCxs,Package Referral,1,Hotel Referral,product_name,0.361344538
NVImYehCxs,Package Referral,2,Flight Referral,product_name,0.192411924
NVImYehCxs,Package Referral,3,Hotel Search,product_name,0.170731707
NVImYehCxs,Package Referral,4,Cruise Referral,product_name,0.151260504
NVImYehCxs,Package Referral,5,Groupon Getaways,product_name,0.109243697
nvKLdVggWf,Car Search,1,Hotel Referral,product_name,0.380952381
nvKLdVggWf,Car Search,2,Hotel Search,product_name,0.314285714
nvKLdVggWf,Car Search,3,Flight Search,product_name,0.219047619
nvKLdVggWf,Car Search,4,Flight Referral,product_name,0.192411924
nvKLdVggWf,Car Search,5,Event Referral,product_name,0.066666667
NVXpIvRqij,Hotel Referral,1,Flight Referral,product_name,0.119917298
NVXpIvRqij,Hotel Referral,2,Hotel Search,product_name,0.105444521
NVXpIvRqij,Hotel Referral,3,Flight Search,product_name,0.072363887
NVXpIvRqij,Hotel Referral,4,Event Referral,product_name,0.059958649
NVXpIvRqij,Hotel Referral,5,Cruise Referral,product_name,0.052377671
NwhjjEupeh,Event Referral,1,Hotel Referral,product_name,0.256637168
NwhjjEupeh,Event Referral,2,Flight Referral,product_name,0.126843658
NwhjjEupeh,Event Referral,3,Hotel Search,product_name,0.088495575
NwhjjEupeh,Event Referral,4,Flight Search,product_name,0.067846608
NwhjjEupeh,Event Referral,5,Cruise Referral,product_name,0.056047198
NwkRuqgFbZ,Hotel Referral,1,Flight Referral,product_name,0.119917298
NwkRuqgFbZ,Hotel Referral,2,Hotel Search,product_name,0.105444521
NwkRuqgFbZ,Hotel Referral,3,Flight Search,product_name,0.072363887
NwkRuqgFbZ,Hotel Referral,4,Event Referral,product_name,0.059958649
NwkRuqgFbZ,Hotel Referral,5,Cruise Referral,product_name,0.052377671
nWvkDeNvOM,Flight Search,1,Hotel Referral,product_name,0.327380952
nWvkDeNvOM,Flight Search,2,Flight Referral,product_name,0.192411924
nWvkDeNvOM,Flight Search,3,Hotel Search,product_name,0.170731707
nWvkDeNvOM,Flight Search,4,Package Referral,product_name,0.077380952
nWvkDeNvOM,Flight Search,5,Cruise Referral,product_name,0.06547619
NXfNkmhgQo,Cruise Referral,1,Hotel Referral,product_name,0.263888889
NXfNkmhgQo,Cruise Referral,2,Flight Referral,product_name,0.149305556
NXfNkmhgQo,Cruise Referral,3,Hotel Search,product_name,0.09375
NXfNkmhgQo,Cruise Referral,4,Event Referral,product_name,0.065972222
NXfNkmhgQo,Cruise Referral,5,Package Referral,product_name,0.0625
NxrVaqfumy,Hotel Referral,1,Hotel Referral,product_name,0.555555556
NxrVaqfumy,Hotel Referral,2,Flight Referral,product_name,0.444444444
NxrVaqfumy,Hotel Referral,3,Hotel Search,product_name,0.222222222
NxrVaqfumy,Hotel Referral,4,Cruise Referral,product_name,0.222222222
NxrVaqfumy,Hotel Referral,5,Shows Referral,product_name,0.111111111
NyataDqKNe,Hotel Search,1,Hotel Referral,product_name,0.35334873
NyataDqKNe,Hotel Search,2,Flight Search,product_name,0.145496536
NyataDqKNe,Hotel Search,3,Flight Referral,product_name,0.136258661
NyataDqKNe,Hotel Search,4,Car Search,product_name,0.076212471
NyataDqKNe,Hotel Search,5,Event Referral,product_name,0.069284065
NYFavhhnZn,Event Referral,1,Hotel Referral,product_name,0.256637168
NYFavhhnZn,Event Referral,2,Flight Referral,product_name,0.126843658
NYFavhhnZn,Event Referral,3,Hotel Search,product_name,0.088495575
NYFavhhnZn,Event Referral,4,Flight Search,product_name,0.067846608
NYFavhhnZn,Event Referral,5,Cruise Referral,product_name,0.056047198
NyKHkQtlEj,Hotel Referral,1,Flight Referral,product_name,0.119917298
NyKHkQtlEj,Hotel Referral,2,Hotel Search,product_name,0.105444521
NyKHkQtlEj,Hotel Referral,3,Flight Search,product_name,0.072363887
NyKHkQtlEj,Hotel Referral,4,Event Referral,product_name,0.059958649
NyKHkQtlEj,Hotel Referral,5,Cruise Referral,product_name,0.052377671
nYRCkqApJF,Hotel Referral,1,Hotel Referral,product_name,0.35334873
nYRCkqApJF,Hotel Referral,2,Flight Referral,product_name,0.149305556
nYRCkqApJF,Hotel Referral,3,Flight Search,product_name,0.145496536
nYRCkqApJF,Hotel Referral,4,Hotel Search,product_name,0.105444521
nYRCkqApJF,Hotel Referral,5,Car Search,product_name,0.076212471
NySpVHwVkF,Hotel Referral,1,Flight Referral,product_name,0.119917298
NySpVHwVkF,Hotel Referral,2,Hotel Search,product_name,0.105444521
NySpVHwVkF,Hotel Referral,3,Flight Search,product_name,0.072363887
NySpVHwVkF,Hotel Referral,4,Event Referral,product_name,0.059958649
NySpVHwVkF,Hotel Referral,5,Cruise Referral,product_name,0.052377671
nYuKvDNEGX,Flight Search,1,Hotel Referral,product_name,0.284552846
nYuKvDNEGX,Flight Search,2,Flight Referral,product_name,0.192411924
nYuKvDNEGX,Flight Search,3,Hotel Search,product_name,0.170731707
nYuKvDNEGX,Flight Search,4,Event Referral,product_name,0.062330623
nYuKvDNEGX,Flight Search,5,Car Search,product_name,0.062330623
NYwPaUrzat,Hotel Referral,1,Flight Referral,product_name,0.119917298
NYwPaUrzat,Hotel Referral,2,Hotel Search,product_name,0.105444521
NYwPaUrzat,Hotel Referral,3,Flight Search,product_name,0.072363887
NYwPaUrzat,Hotel Referral,4,Event Referral,product_name,0.059958649
NYwPaUrzat,Hotel Referral,5,Cruise Referral,product_name,0.052377671
NzCAQuLJjZ,Groupon Getaways,1,Hotel Referral,product_name,0.327380952
NzCAQuLJjZ,Groupon Getaways,2,Flight Referral,product_name,0.130952381
NzCAQuLJjZ,Groupon Getaways,3,Hotel Search,product_name,0.119047619
NzCAQuLJjZ,Groupon Getaways,4,Package Referral,product_name,0.077380952
NzCAQuLJjZ,Groupon Getaways,5,Cruise Referral,product_name,0.06547619
nZdjwqYUgd,Flight Search,1,Hotel Referral,product_name,0.35334873
nZdjwqYUgd,Flight Search,2,Flight Referral,product_name,0.192411924
nZdjwqYUgd,Flight Search,3,Hotel Search,product_name,0.170731707
nZdjwqYUgd,Flight Search,4,Flight Search,product_name,0.145496536
nZdjwqYUgd,Flight Search,5,Car Search,product_name,0.076212471
nzpFruskEz,Car Search,1,Hotel Referral,product_name,0.380952381
nzpFruskEz,Car Search,2,Hotel Search,product_name,0.314285714
nzpFruskEz,Car Search,3,Flight Search,product_name,0.219047619
nzpFruskEz,Car Search,4,Flight Referral,product_name,0.142857143
nzpFruskEz,Car Search,5,Car Search,product_name,0.076212471
nzqZWQNdRU,Hotel Search,1,Hotel Referral,product_name,0.35334873
nzqZWQNdRU,Hotel Search,2,Flight Search,product_name,0.145496536
nzqZWQNdRU,Hotel Search,3,Flight Referral,product_name,0.136258661
nzqZWQNdRU,Hotel Search,4,Car Search,product_name,0.076212471
nzqZWQNdRU,Hotel Search,5,Event Referral,product_name,0.069284065
NzWAQqvOaV,Hotel Referral,1,Flight Referral,product_name,0.119917298
NzWAQqvOaV,Hotel Referral,2,Hotel Search,product_name,0.105444521
NzWAQqvOaV,Hotel Referral,3,Flight Search,product_name,0.072363887
NzWAQqvOaV,Hotel Referral,4,Event Referral,product_name,0.059958649
NzWAQqvOaV,Hotel Referral,5,Cruise Referral,product_name,0.052377671
nzxEWMdJdR,Flight Referral,1,Hotel Referral,product_name,0.242002782
nzxEWMdJdR,Flight Referral,2,Flight Search,product_name,0.098748261
nzxEWMdJdR,Flight Referral,3,Hotel Search,product_name,0.082058414
nzxEWMdJdR,Flight Referral,4,Event Referral,product_name,0.059805285
nzxEWMdJdR,Flight Referral,5,Cruise Referral,product_name,0.059805285
NZyjwmiZyZ,Car Search,1,Hotel Referral,product_name,0.380952381
NZyjwmiZyZ,Car Search,2,Hotel Search,product_name,0.314285714
NZyjwmiZyZ,Car Search,3,Flight Search,product_name,0.219047619
NZyjwmiZyZ,Car Search,4,Flight Referral,product_name,0.142857143
NZyjwmiZyZ,Car Search,5,Event Referral,product_name,0.066666667
oAdxcLUsZy,Hotel Referral,1,Flight Referral,product_name,0.119917298
oAdxcLUsZy,Hotel Referral,2,Hotel Search,product_name,0.105444521
oAdxcLUsZy,Hotel Referral,3,Flight Search,product_name,0.072363887
oAdxcLUsZy,Hotel Referral,4,Event Referral,product_name,0.059958649
oAdxcLUsZy,Hotel Referral,5,Cruise Referral,product_name,0.052377671
oAnPKHJSZy,Hotel Referral,1,Flight Referral,product_name,0.119917298
oAnPKHJSZy,Hotel Referral,2,Hotel Search,product_name,0.105444521
oAnPKHJSZy,Hotel Referral,3,Flight Search,product_name,0.072363887
oAnPKHJSZy,Hotel Referral,4,Event Referral,product_name,0.059958649
oAnPKHJSZy,Hotel Referral,5,Cruise Referral,product_name,0.052377671
OaNqMYbJLM,Cruise Referral,1,Hotel Referral,product_name,0.263888889
OaNqMYbJLM,Cruise Referral,2,Flight Referral,product_name,0.149305556
OaNqMYbJLM,Cruise Referral,3,Hotel Search,product_name,0.09375
OaNqMYbJLM,Cruise Referral,4,Event Referral,product_name,0.065972222
OaNqMYbJLM,Cruise Referral,5,Package Referral,product_name,0.0625
oaqnClJAjQ,Hotel Referral,1,Flight Referral,product_name,0.119917298
oaqnClJAjQ,Hotel Referral,2,Hotel Search,product_name,0.105444521
oaqnClJAjQ,Hotel Referral,3,Flight Search,product_name,0.072363887
oaqnClJAjQ,Hotel Referral,4,Event Referral,product_name,0.059958649
oaqnClJAjQ,Hotel Referral,5,Cruise Referral,product_name,0.052377671
OaSrHdnvDM,Hotel Referral,1,Flight Referral,product_name,0.119917298
OaSrHdnvDM,Hotel Referral,2,Hotel Search,product_name,0.105444521
OaSrHdnvDM,Hotel Referral,3,Flight Search,product_name,0.072363887
OaSrHdnvDM,Hotel Referral,4,Event Referral,product_name,0.059958649
OaSrHdnvDM,Hotel Referral,5,Cruise Referral,product_name,0.052377671
oAxHclQeoL,Event Referral,1,Hotel Referral,product_name,0.256637168
oAxHclQeoL,Event Referral,2,Flight Referral,product_name,0.126843658
oAxHclQeoL,Event Referral,3,Hotel Search,product_name,0.088495575
oAxHclQeoL,Event Referral,4,Flight Search,product_name,0.067846608
oAxHclQeoL,Event Referral,5,Cruise Referral,product_name,0.056047198
oBBkipUuiK,Hotel Referral,1,Hotel Referral,product_name,0.263888889
oBBkipUuiK,Hotel Referral,2,Flight Referral,product_name,0.149305556
oBBkipUuiK,Hotel Referral,3,Hotel Search,product_name,0.105444521
oBBkipUuiK,Hotel Referral,4,Flight Search,product_name,0.072363887
oBBkipUuiK,Hotel Referral,5,Event Referral,product_name,0.065972222
OBbsxUqxfC,Hotel Referral,1,Flight Referral,product_name,0.119917298
OBbsxUqxfC,Hotel Referral,2,Hotel Search,product_name,0.105444521
OBbsxUqxfC,Hotel Referral,3,Flight Search,product_name,0.072363887
OBbsxUqxfC,Hotel Referral,4,Event Referral,product_name,0.059958649
OBbsxUqxfC,Hotel Referral,5,Cruise Referral,product_name,0.052377671
obHPIuoGmw,Hotel Referral,1,Flight Referral,product_name,0.119917298
obHPIuoGmw,Hotel Referral,2,Hotel Search,product_name,0.105444521
obHPIuoGmw,Hotel Referral,3,Flight Search,product_name,0.072363887
obHPIuoGmw,Hotel Referral,4,Event Referral,product_name,0.059958649
obHPIuoGmw,Hotel Referral,5,Cruise Referral,product_name,0.052377671
obIrdpGWMt,Hotel Referral,1,Flight Referral,product_name,0.119917298
obIrdpGWMt,Hotel Referral,2,Hotel Search,product_name,0.105444521
obIrdpGWMt,Hotel Referral,3,Flight Search,product_name,0.072363887
obIrdpGWMt,Hotel Referral,4,Event Referral,product_name,0.059958649
obIrdpGWMt,Hotel Referral,5,Cruise Referral,product_name,0.052377671
OBTWHLHrZj,Hotel Search,1,Hotel Referral,product_name,0.35334873
OBTWHLHrZj,Hotel Search,2,Flight Search,product_name,0.145496536
OBTWHLHrZj,Hotel Search,3,Flight Referral,product_name,0.136258661
OBTWHLHrZj,Hotel Search,4,Car Search,product_name,0.076212471
OBTWHLHrZj,Hotel Search,5,Event Referral,product_name,0.069284065
obzLDyUQJW,Hotel Referral,1,Hotel Referral,product_name,0.327380952
obzLDyUQJW,Hotel Referral,2,Flight Referral,product_name,0.130952381
obzLDyUQJW,Hotel Referral,3,Hotel Search,product_name,0.119047619
obzLDyUQJW,Hotel Referral,4,Flight Search,product_name,0.098748261
obzLDyUQJW,Hotel Referral,5,Package Referral,product_name,0.077380952
ockMyHxxKA,Flight Referral,1,Hotel Referral,product_name,0.242002782
ockMyHxxKA,Flight Referral,2,Flight Search,product_name,0.098748261
ockMyHxxKA,Flight Referral,3,Hotel Search,product_name,0.082058414
ockMyHxxKA,Flight Referral,4,Event Referral,product_name,0.059805285
ockMyHxxKA,Flight Referral,5,Cruise Referral,product_name,0.059805285
OCNOoujfdm,Hotel Referral,1,Hotel Referral,product_name,0.263888889
OCNOoujfdm,Hotel Referral,2,Flight Referral,product_name,0.149305556
OCNOoujfdm,Hotel Referral,3,Hotel Search,product_name,0.105444521
OCNOoujfdm,Hotel Referral,4,Flight Search,product_name,0.072363887
OCNOoujfdm,Hotel Referral,5,Event Referral,product_name,0.065972222
OcUOouVzDR,Event Referral,1,Hotel Referral,product_name,0.256637168
OcUOouVzDR,Event Referral,2,Flight Referral,product_name,0.126843658
OcUOouVzDR,Event Referral,3,Hotel Search,product_name,0.088495575
OcUOouVzDR,Event Referral,4,Flight Search,product_name,0.067846608
OcUOouVzDR,Event Referral,5,Cruise Referral,product_name,0.056047198
OCVqJpmQdO,Car Referral,1,Hotel Referral,product_name,0.284552846
OCVqJpmQdO,Car Referral,2,Flight Referral,product_name,0.213333333
OCVqJpmQdO,Car Referral,3,Hotel Search,product_name,0.170731707
OCVqJpmQdO,Car Referral,4,Event Referral,product_name,0.106666667
OCVqJpmQdO,Car Referral,5,Cruise Referral,product_name,0.066666667
oDCGRULrVM,Flight Referral,1,Hotel Referral,product_name,0.242002782
oDCGRULrVM,Flight Referral,2,Flight Search,product_name,0.098748261
oDCGRULrVM,Flight Referral,3,Hotel Search,product_name,0.082058414
oDCGRULrVM,Flight Referral,4,Event Referral,product_name,0.059805285
oDCGRULrVM,Flight Referral,5,Cruise Referral,product_name,0.059805285
OdLekCBuoh,Cruise Referral,1,Hotel Referral,product_name,0.263888889
OdLekCBuoh,Cruise Referral,2,Flight Referral,product_name,0.149305556
OdLekCBuoh,Cruise Referral,3,Hotel Search,product_name,0.09375
OdLekCBuoh,Cruise Referral,4,Event Referral,product_name,0.065972222
OdLekCBuoh,Cruise Referral,5,Package Referral,product_name,0.0625
oDNqzUaJfL,Hotel Referral,1,Flight Referral,product_name,0.119917298
oDNqzUaJfL,Hotel Referral,2,Hotel Search,product_name,0.105444521
oDNqzUaJfL,Hotel Referral,3,Flight Search,product_name,0.072363887
oDNqzUaJfL,Hotel Referral,4,Event Referral,product_name,0.059958649
oDNqzUaJfL,Hotel Referral,5,Cruise Referral,product_name,0.052377671
OEfmpLhumh,Hotel Referral,1,Hotel Referral,product_name,0.263888889
OEfmpLhumh,Hotel Referral,2,Flight Referral,product_name,0.213333333
OEfmpLhumh,Hotel Referral,3,Hotel Search,product_name,0.166666667
OEfmpLhumh,Hotel Referral,4,Event Referral,product_name,0.106666667
OEfmpLhumh,Hotel Referral,5,Flight Search,product_name,0.072363887
OehtFpxJhC,Hotel Referral,1,Flight Referral,product_name,0.119917298
OehtFpxJhC,Hotel Referral,2,Hotel Search,product_name,0.105444521
OehtFpxJhC,Hotel Referral,3,Flight Search,product_name,0.072363887
OehtFpxJhC,Hotel Referral,4,Event Referral,product_name,0.059958649
OehtFpxJhC,Hotel Referral,5,Cruise Referral,product_name,0.052377671
OeIIklOLaO,Flight Referral,1,Hotel Referral,product_name,0.242002782
OeIIklOLaO,Flight Referral,2,Flight Search,product_name,0.098748261
OeIIklOLaO,Flight Referral,3,Hotel Search,product_name,0.082058414
OeIIklOLaO,Flight Referral,4,Event Referral,product_name,0.059805285
OeIIklOLaO,Flight Referral,5,Cruise Referral,product_name,0.059805285
oewHqgQfiK,Cruise Referral,1,Hotel Referral,product_name,0.263888889
oewHqgQfiK,Cruise Referral,2,Flight Referral,product_name,0.149305556
oewHqgQfiK,Cruise Referral,3,Hotel Search,product_name,0.105444521
oewHqgQfiK,Cruise Referral,4,Flight Search,product_name,0.098748261
oewHqgQfiK,Cruise Referral,5,Event Referral,product_name,0.065972222
ofVgQLuFQj,Event Referral,1,Hotel Referral,product_name,0.256637168
ofVgQLuFQj,Event Referral,2,Flight Referral,product_name,0.126843658
ofVgQLuFQj,Event Referral,3,Hotel Search,product_name,0.088495575
ofVgQLuFQj,Event Referral,4,Flight Search,product_name,0.067846608
ofVgQLuFQj,Event Referral,5,Cruise Referral,product_name,0.056047198
OFvYBgYCuR,Flight Referral,1,Hotel Referral,product_name,0.242002782
OFvYBgYCuR,Flight Referral,2,Flight Referral,product_name,0.119917298
OFvYBgYCuR,Flight Referral,3,Hotel Search,product_name,0.105444521
OFvYBgYCuR,Flight Referral,4,Flight Search,product_name,0.098748261
OFvYBgYCuR,Flight Referral,5,Event Referral,product_name,0.059958649
ofxNgcQDne,Hotel Referral,1,Flight Referral,product_name,0.119917298
ofxNgcQDne,Hotel Referral,2,Hotel Search,product_name,0.105444521
ofxNgcQDne,Hotel Referral,3,Flight Search,product_name,0.072363887
ofxNgcQDne,Hotel Referral,4,Event Referral,product_name,0.059958649
ofxNgcQDne,Hotel Referral,5,Cruise Referral,product_name,0.052377671
oFzLqtUQdV,Hotel Referral,1,Hotel Referral,product_name,0.263888889
oFzLqtUQdV,Hotel Referral,2,Flight Referral,product_name,0.149305556
oFzLqtUQdV,Hotel Referral,3,Hotel Search,product_name,0.105444521
oFzLqtUQdV,Hotel Referral,4,Flight Search,product_name,0.072363887
oFzLqtUQdV,Hotel Referral,5,Event Referral,product_name,0.065972222
OgcLMcKddu,Hotel Referral,1,Flight Referral,product_name,0.119917298
OgcLMcKddu,Hotel Referral,2,Hotel Search,product_name,0.105444521
OgcLMcKddu,Hotel Referral,3,Flight Search,product_name,0.072363887
OgcLMcKddu,Hotel Referral,4,Event Referral,product_name,0.059958649
OgcLMcKddu,Hotel Referral,5,Cruise Referral,product_name,0.052377671
oHsHcTukkg,Hotel Referral,1,Hotel Referral,product_name,0.242002782
oHsHcTukkg,Hotel Referral,2,Flight Referral,product_name,0.119917298
oHsHcTukkg,Hotel Referral,3,Hotel Search,product_name,0.105444521
oHsHcTukkg,Hotel Referral,4,Flight Search,product_name,0.098748261
oHsHcTukkg,Hotel Referral,5,Event Referral,product_name,0.059958649
OHyjXtcVTh,Hotel Referral,1,Hotel Referral,product_name,0.242002782
OHyjXtcVTh,Hotel Referral,2,Flight Referral,product_name,0.119917298
OHyjXtcVTh,Hotel Referral,3,Hotel Search,product_name,0.105444521
OHyjXtcVTh,Hotel Referral,4,Flight Search,product_name,0.098748261
OHyjXtcVTh,Hotel Referral,5,Event Referral,product_name,0.059958649
oiKjotATMa,Hotel Referral,1,Flight Referral,product_name,0.119917298
oiKjotATMa,Hotel Referral,2,Hotel Search,product_name,0.105444521
oiKjotATMa,Hotel Referral,3,Flight Search,product_name,0.072363887
oiKjotATMa,Hotel Referral,4,Event Referral,product_name,0.059958649
oiKjotATMa,Hotel Referral,5,Cruise Referral,product_name,0.052377671
oitJTKLsLS,Cruise Referral,1,Hotel Referral,product_name,0.263888889
oitJTKLsLS,Cruise Referral,2,Flight Referral,product_name,0.149305556
oitJTKLsLS,Cruise Referral,3,Hotel Search,product_name,0.09375
oitJTKLsLS,Cruise Referral,4,Event Referral,product_name,0.065972222
oitJTKLsLS,Cruise Referral,5,Package Referral,product_name,0.0625
OjDLzSfdot,Flight Referral,1,Hotel Referral,product_name,0.242002782
OjDLzSfdot,Flight Referral,2,Flight Search,product_name,0.098748261
OjDLzSfdot,Flight Referral,3,Hotel Search,product_name,0.082058414
OjDLzSfdot,Flight Referral,4,Event Referral,product_name,0.059805285
OjDLzSfdot,Flight Referral,5,Cruise Referral,product_name,0.059805285
oJlVEOeiMC,Hotel Search,1,Hotel Referral,product_name,0.35334873
oJlVEOeiMC,Hotel Search,2,Flight Search,product_name,0.145496536
oJlVEOeiMC,Hotel Search,3,Flight Referral,product_name,0.136258661
oJlVEOeiMC,Hotel Search,4,Car Search,product_name,0.076212471
oJlVEOeiMC,Hotel Search,5,Event Referral,product_name,0.069284065
ojNGefIlkD,Hotel Search,1,Hotel Referral,product_name,0.380952381
ojNGefIlkD,Hotel Search,2,Hotel Search,product_name,0.314285714
ojNGefIlkD,Hotel Search,3,Flight Search,product_name,0.219047619
ojNGefIlkD,Hotel Search,4,Flight Referral,product_name,0.212121212
ojNGefIlkD,Hotel Search,5,Groupon Getaways,product_name,0.151515152
oJudpFhTrx,Hotel Search,1,Hotel Referral,product_name,0.35334873
oJudpFhTrx,Hotel Search,2,Groupon Getaways,product_name,0.24
oJudpFhTrx,Hotel Search,3,Flight Referral,product_name,0.16
oJudpFhTrx,Hotel Search,4,Flight Search,product_name,0.145496536
